City,Place,avg_rating,review_count,short_description,auto_tag,auto_tags,top_keywords,pros,cons,recommendation_explanation
Saputara,Step Garden,4.213483146067416,89,charge entry fee rs place kept attractive plants flowers avoided garden located saputara lake flower collections world decent maintained place tourists especially weekends like nice presentation small area wll maintained,garden,"['garden', 'food', 'forest']","['garden', 'flowers', 'step', 'steps', 'small']","['great', 'cozy', 'amazing', 'lush', 'awesome']","['slow', 'crowded', 'poor', 'traffic', 'parking']","Recommended because it matches garden, food interests. Visitors often mention garden, flowers, step. Top positives: great, cozy, amazing. Possible issues: slow, crowded."
Saputara,Sunrise Point,4.224489795918367,49,nice point suggest sunrise point nice view sunrise morning atmosphere clear great feel walk early morning enjoy nature good place visit happen wake early mornings requires considerable physical activity climb,sunset,"['sunset', 'hill', 'sunrise']","['sunrise', 'point', 'view', 'sun', 'reach']","['clean', 'maintained', 'wonderful', 'sunrise', 'excellent']","['risky', 'poor', 'broken', 'tiring', 'parking']","Recommended because it matches sunset, hill interests. Visitors often mention sunrise, point, view. Top positives: clean, maintained, wonderful. Possible issues: risky, poor."
Saputara,Sunset Point,4.420765027322404,183,want beautiful view sunset good place need walk enjoyed corn bicycle rides nearby sites definite great views setting sun small mountains nearby issue visited month winter sent andit kind gets,sunset,"['sunset', 'romantic', 'photography']","['sunset', 'point', 'view', 'ropeway', 'rope']","['foggy', 'fun', 'pleasant', 'great', 'amazing']","['rude', 'noisy', 'issue', 'expensive', 'waste']","Recommended because it matches sunset, romantic interests. Visitors often mention sunset, point, view. Top positives: foggy, fun, pleasant. Possible issues: rude, noisy."
Saputara,Table Point,4.218390804597701,87,visited place september family good place mountain large ground table point table land small plateau drive bang opposite ropeway station panoramic views landscape sides small fun activities small snacks drinks,food,"['food', 'luxury', 'hill']","['table', 'point', 'horse', 'riding', 'camel']","['fun', 'great', 'amazing', 'spectacular', 'lovely']","['noisy', 'crowded', 'broken', 'hot', 'parking']","Recommended because it matches food, luxury interests. Visitors often mention table, point, horse. Top positives: fun, great, amazing. Possible issues: noisy, crowded."
Saputara,Townview Point,4.607142857142857,56,high hill enjoy scenic view activities enjoy sunrise point corner gives best view central saputara surroundings point point city view possible named like townview point good spot good scenery view,hill,"['hill', 'food', 'sunset']","['view', 'point', 'table', 'riding', 'town']","['fun', 'pleasant', 'great', 'cozy', 'amazing']","['noisy', 'expensive', 'damaged', 'crowded']","Recommended because it matches hill, food interests. Visitors often mention view, point, table. Top positives: fun, pleasant, great. Possible issues: noisy, expensive."
Saputara,Waghai Botanical Garden,4.133333333333334,45,garden hour drive saputara surat need climb ghat section reach going maharashtra skipped exceptional variety flowers plants place maintained seen lot botanical gardens worst skip unless coming surat half hour,forest,"['forest', 'garden', 'peaceful']","['garden', 'plants', 'botanical', 'trees', 'varieties']","['clean', 'fun', 'maintained', 'safe', 'excellent']","['worst', 'difficult', 'slow', 'parking']","Recommended because it matches forest, garden interests. Visitors often mention garden, plants, botanical. Top positives: clean, fun, maintained. Possible issues: worst, difficult."
Sarahan,Bhima Kali Temple,4.413173652694611,167,beautiful surrounding placed hill time life experience visit famous place bhima kali temple temple sarahan himachal pradesh dedicated mother goddess bhimakali presiding deity rulers bushahr according legend manifestation goddess reported,gurdwara,"['gurdwara', 'temple', 'pilgrimage']","['temple', 'wood', 'architecture', 'wooden', 'goddess']","['foggy', 'pleasant', 'great', 'cultural', 'amazing']","['overhyped', 'crowded', 'poor', 'rush', 'bad']","Recommended because it matches gurdwara, temple interests. Visitors often mention temple, wood, architecture. Top positives: foggy, pleasant, great. Possible issues: overhyped, crowded."
Sarahan,Bijjat Maharaj Temple,3.8,5,trek hilltop temple located mind boggling temple beautiful piece architecture buddhist style working day office weekend trek mind wasting time planned trek eleventh hour called friend joban asked bijjat maharaj,heritage,"['heritage', 'temple', 'spiritual']","['maharaj', 'temple', 'trek', 'architecture', 'design']","['beautiful', 'excellent']",['issue'],"Recommended because it matches heritage, temple interests. Visitors often mention maharaj, temple, trek. Top positives: beautiful, excellent. Possible issues: issue."
Sarahan,King Palace,3.8,15,palace beautiful surrounded apple trees place quiet people inside allow tourist visit palace snap looked outside short time thing check sarahan apart watching snow peaks visiting bhimakali temple really great,palace,"['palace', 'temple', 'food']","['palace', 'place', 'temple', 'outside', 'good']","['great', 'beautiful', 'scenic', 'fantastic']",[],"Recommended because it matches palace, temple interests. Visitors often mention palace, place, temple. Top positives: great, beautiful, scenic."
Sarangarh,Girivilas Palace,5.0,1,girivilas palace old palace memories good museum good collections history lovers love place informative maintained place calm feels peace,museum,"['museum', 'palace', 'heritage']","['palace', 'collections', 'informative', 'memories', 'feels']","['maintained', 'calm', 'peace']",[],"Recommended because it matches museum, palace interests. Visitors often mention palace, collections, informative. Top positives: maintained, calm, peace."
Sariska,Kankwari Fort,4.076923076923077,13,facilities heritage quotient beautiful tiger safaries govt approved gypsies visit hanuman temple interesting carry water towels summers gets hot treasure hidden inside sariska forest book gypsy fort forest authorities booking,gurdwara,"['gurdwara', 'fort', 'forest']","['fort', 'mughal', 'safari', 'tiger', 'forest']","['maintained', 'great', 'beautiful', 'amazing', 'peace']","['waste', 'avoid', 'hot']","Recommended because it matches gurdwara, fort interests. Visitors often mention fort, mughal, safari. Top positives: maintained, great, beautiful. Possible issues: waste, avoid."
Sariska,Pandupole,3.8857142857142857,35,visited temple june family located inside sariska national park middle jungle saturday drive temple vehicle pm journey beautiful temple heap monkeys surrounded lush greenery cold wind tranquil picturesque food shops,temple,"['temple', 'wildlife', 'gurdwara']","['temple', 'hanuman', 'tuesday', 'reserve', 'jungle']","['fun', 'great', 'amazing', 'lush', 'awesome']","['heat', 'parking']","Recommended because it matches temple, wildlife interests. Visitors often mention temple, hanuman, tuesday. Top positives: fun, great, amazing. Possible issues: heat, parking."
Sariska,Sariska National Park,3.9477611940298507,134,visited today family young kid year booked gypsy went inside jungle tiger spotting tiger unfortunately best hospitality staff guide amazing guide knew visited sariska th nov jeep guide shyam driver,wildlife,"['wildlife', 'forest', 'trekking']","['tiger', 'safari', 'tigers', 'park', 'deer']","['fun', 'great', 'amazing', 'lovely', 'lush']","['crowded', 'heat', 'bad', 'difficult', 'queue']","Recommended because it matches wildlife, forest interests. Visitors often mention tiger, safari, tigers. Top positives: fun, great, amazing. Possible issues: crowded, heat."
Sarzora,Sarzora Lake,4.2,5,scenic place evening visits nice green surroundings peaceful place sarzora lake really nice claim place visit visited evening look amazing steal heart visited sarzora lake tranquil water levels naturally depleted,lake,"['lake', 'peaceful', 'sunset']","['lake', 'evening', 'place', 'landmarks', 'nice']","['fun', 'tranquil', 'amazing', 'scenic', 'green']",[],"Recommended because it matches lake, peaceful interests. Visitors often mention lake, evening, place. Top positives: fun, tranquil, amazing."
Sasan Gir,Devalia Safari Park,3.849462365591398,372,situated close gir visit unable sight animals jungle guides average case lion real jungle visit lion thrill jungle missing animals park opens tribal guides ordinary devaliya park place situated gir,forest,"['forest', 'food', 'wildlife']","['lions', 'safari', 'lion', 'park', 'animals']","['fun', 'safe', 'pleasant', 'great', 'amazing']","['expensive', 'crowded', 'worst', 'boring', 'bad']","Recommended because it matches forest, food interests. Visitors often mention lions, safari, lion. Top positives: fun, safe, pleasant. Possible issues: expensive, crowded."
Sasan Gir,Sasan Gir National Park,4.0,108,jungle safari sasan hours safari jungle guide lot animals lion guaranteed lucky irrespective lion experience amazing gir amazing season monsoon gir forest aweson green area amaze nice animal viewing park,forest,"['forest', 'wildlife', 'food']","['safari', 'lion', 'lions', 'jungle', 'online']","['fun', 'safe', 'great', 'amazing', 'lovely']","['issue', 'crowded', 'poor', 'worst', 'bad']","Recommended because it matches forest, wildlife interests. Visitors often mention safari, lion, lions. Top positives: fun, safe, great. Possible issues: issue, crowded."
Sasaram,Dhua Kund,4.166666666666667,6,place maintained cleaning average need improve special religious place connected lot beliefs old heritage maintained government overall visit place kund nice good visit people visit family friends losts fun enjoy,peaceful,"['peaceful', 'local_experience', 'food']","['kund', 'palace', 'place', 'friends', 'enjoy']","['fun', 'maintained', 'beautiful', 'heritage', 'family']",['rainy'],"Recommended because it matches peaceful, local_experience interests. Visitors often mention kund, palace, place. Top positives: fun, maintained, beautiful. Possible issues: rainy."
Sasaram,Ganesh Temple,4.5,4,old temple od lord ganesh ji old good condition good place history lover ganesh temple beautiful temple dedicated lord ganesha visit amazing structure temple old old temple famous locals place,temple,"['temple', 'heritage', 'spiritual']","['temple', 'ganesh', 'old', 'lord', 'famous']","['peaceful', 'beautiful', 'amazing']",[],"Recommended because it matches temple, heritage interests. Visitors often mention temple, ganesh, old. Top positives: peaceful, beautiful, amazing."
Sasaram,Maa Tara Chandi Temple,4.25,12,located outskirt sasaram district headquater rohtas g road nh shaktipiths great temple devi outskirts sasaram town connected national highway barat ghar built near temple visit temple famous temple tourist devotees,temple,"['temple', 'gurdwara', 'spiritual']","['temple', 'maa', 'famous', 'durga', 'district']","['clean', 'great', 'beautiful', 'picturesque', 'fantastic']",[],"Recommended because it matches temple, gurdwara interests. Visitors often mention temple, maa, famous. Top positives: clean, great, beautiful."
Sasaram,"Shershah Suri’s Tomb,",3.8974358974358974,39,know shershah lot city place memories tomb good architecture visit place architects history lovers tomb mid water beautiful looking green garden looking fantastic traveller u time sasaram visit palace rate,palace,"['palace', 'heritage', 'gurdwara']","['tomb', 'shah', 'architecture', 'mausoleum', 'place']","['clean', 'maintained', 'majestic', 'excellent', 'great']","['poor', 'neglected', 'dirty', 'bad', 'waste']","Recommended because it matches palace, heritage interests. Visitors often mention tomb, shah, architecture. Top positives: clean, maintained, majestic. Possible issues: poor, neglected."
Sasaram,Tomb of Hasan Khan Sur,4.111111111111111,9,went tomb hasan khan sur tomb hasan khan sur ancient tomb associated hasan khan sur father sher shah suri situated heart sasaram town thing notice reach people gambling open make,palace,"['palace', 'gurdwara', 'food']","['tomb', 'khan', 'shah', 'son', 'place']","['maintained', 'great', 'beautiful', 'spectacular', 'heritage']",[],"Recommended because it matches palace, gurdwara interests. Visitors often mention tomb, khan, shah. Top positives: maintained, great, beautiful."
Sasaram,Tons Falls,5.0,4,good place hangout time spent friends attractive environment enjoyed lots friends tons fall beautiful place sasaram place peaceful visit best thing location great place friends place beautiful provide good day,peaceful,"['peaceful', 'food', 'group_trip']","['place', 'friends', 'location', 'good', 'opinion']","['great', 'beautiful', 'awesome', 'peaceful', 'best']",[],"Recommended because it matches peaceful, food interests. Visitors often mention place, friends, location. Top positives: great, beautiful, awesome."
Saswad,Sangameshwar Temple,4.555555555555555,9,calm quiet place sitting prayers visited temple saturday evening aarti going visited temple post monsoon serene crowded built centuries ago good condition temperature cool inside template surrounding beautiful pujaris harass,gurdwara,"['gurdwara', 'temple', 'spiritual']","['temple', 'beautiful', 'mandir', 'shiva', 'inside']","['clean', 'safe', 'beautiful', 'peace', 'sunset']",['crowded'],"Recommended because it matches gurdwara, temple interests. Visitors often mention temple, beautiful, mandir. Top positives: clean, safe, beautiful. Possible issues: crowded."
Satara,Ajinkyatara Fort,3.878787878787879,33,fort offers amazing view best visited monsoon area km makes best option want plan small hike year olds makes perfect fort close main satara fort good state view fort awesome,wellness,"['wellness', 'gurdwara', 'spiritual']","['fort', 'city', 'view', 'maharashtra', 'shivaji']","['fun', 'maintained', 'excellent', 'historic', 'beautiful']","['worst', 'bad', 'problem', 'parking']","Recommended because it matches wellness, gurdwara interests. Visitors often mention fort, city, view. Top positives: fun, maintained, excellent. Possible issues: worst, bad."
Satara,Baramotichi Vihir,4.5,4,ancient stairwell ideal historians visit gather info old maharashtrian rulers somewhat similar ajantha ellora caves travelling pune bangaluru highway spare hours place worth visiting maharashtrian version rani ki vav interested,temple,"['temple', 'heritage', 'gurdwara']","['ancient', 'ellora', 'rani', 'version', 'ki']",['great'],[],"Recommended because it matches temple, heritage interests. Visitors often mention ancient, ellora, rani. Top positives: great."
Satara,Chalkewadi Windmill Farms,4.34,50,covered windmill farms trip kaas say places trip saved kaas plateau supposed carpet flowers worth seeing decided place situated near koyna wildlife sanctuary thousands windmills gives picturesque spot receives lot,wellness,"['wellness', 'food', 'desert']","['wind', 'farm', 'place', 'waterfall', 'flowers']","['foggy', 'great', 'amazing', 'lovely', 'stunning']","['rainy', 'bad', 'parking', 'crowded']","Recommended because it matches wellness, food interests. Visitors often mention wind, farm, place. Top positives: foggy, great, amazing. Possible issues: rainy, bad."
Satara,Char Bhinti,4.0,10,best historical place satara visit arodinimic views satara city best place spend time friends best view satara city visited place evening really good place place view satara city char bhinti,food,"['food', 'palace', 'pilgrimage']","['city', 'fort', 'view', 'place', 'small']","['maintained', 'excellent', 'historic', 'scenic', 'best']",[],"Recommended because it matches food, palace interests. Visitors often mention city, fort, view. Top positives: maintained, excellent, historic."
Satara,Dholya Ganapati,4.145161290322581,62,unique kind idol lord ganesha size idol huge dholya e fat english temple quiet old banks river krishna strongly recommend sholud make temple wai known fulfilling wishes devotees people distant,temple,"['temple', 'gurdwara', 'pilgrimage']","['temple', 'river', 'krishna', 'idol', 'ganapati']","['pleasant', 'amazing', 'peace', 'calm', 'excellent']","['polluted', 'parking', 'crowded']","Recommended because it matches temple, gurdwara interests. Visitors often mention temple, river, krishna. Top positives: pleasant, amazing, peace. Possible issues: polluted, parking."
Satara,Ganapati Temple,4.2,10,temple satara kolhapur highway stay hour temple small beautiful place temples premises fully renovated good environment positive feeling good looking meditation temple parking area ganapati temple standalone structure built recently,temple,"['temple', 'gurdwara', 'spiritual']","['kolhapur', 'temple', 'ganapati', 'mahabaleshwar', 'banks']","['clean', 'beautiful']",['parking'],"Recommended because it matches temple, gurdwara interests. Visitors often mention kolhapur, temple, ganapati. Top positives: clean, beautiful. Possible issues: parking."
Satara,Janki Agro Tourism,4.888888888888889,9,janki agro tourism farm cum education cum entertainment place especially young urban children away village life big farm acres rooms stay swimming pool pond boating bridge ropes wooden swimming rain,food,"['food', 'homestay', 'local_experience']","['tourism', 'enjoy', 'family', 'farm', 'place']","['authentic', 'affordable', 'pleasant', 'great', 'beautiful']","['avoid', 'crowded']","Recommended because it matches food, homestay interests. Visitors often mention tourism, enjoy, family. Top positives: authentic, affordable, pleasant. Possible issues: avoid, crowded."
Satara,Jarandeshwar,3.5,6,crowded saturdays specially shravan month avoid going saturdays nice trek fort near satara shri samarth built hanuman temple fort meditation cave fort place famous religious trekking lord hanuman mustache unique,temple,"['temple', 'pilgrimage', 'spiritual']","['hanuman', 'fort', 'incredible', 'trekking', 'crowded']","['peaceful', 'best', 'fun']","['avoid', 'crowded']","Recommended because it matches temple, pilgrimage interests. Visitors often mention hanuman, fort, incredible. Top positives: peaceful, best, fun. Possible issues: avoid, crowded."
Satara,Kaas Lake,4.471698113207547,106,club kaas pathar visit artificial lake built catchment area area lake restricted area water open places visited place week absolutely serene place crowded monsoon season peaceful place pathways lead lake,lake,"['lake', 'food', 'resort']","['lake', 'water', 'place', 'beautiful', 'flowers']","['foggy', 'fun', 'pleasant', 'great', 'amazing']","['noisy', 'ruined', 'crowded', 'overcrowded', 'difficult']","Recommended because it matches lake, food interests. Visitors often mention lake, water, place. Top positives: foggy, fun, pleasant. Possible issues: noisy, ruined."
Satara,Kaas Pathar - Valley of Flowers,4.092307692307692,65,kaas pathar place enjoy various type flowers blossoms vally kaas place beautiful nature beauty season visit place september october flowers blossom month popularity place near satara maharashtra state recognised world,garden,"['garden', 'food', 'pilgrimage']","['flowers', 'place', 'bloom', 'september', 'visit']","['foggy', 'safe', 'pleasant', 'great', 'amazing']","['misleading', 'risky', 'waste', 'broken', 'traffic']","Recommended because it matches garden, food interests. Visitors often mention flowers, place, bloom. Top positives: foggy, safe, pleasant. Possible issues: misleading, risky."
Satara,Kalyangad Fort,4.0,9,architecture kalyangad fort attractive beautiful temple lord shiv hanumanji visited morning located km satara satara road nice little fort road goes kinhai yamai devi u visit direct bus satara kinhai,food,"['food', 'trekking', 'gurdwara']","['fort', 'trek', 'cave', 'village', 'easy']","['beautiful', 'awesome']",[],"Recommended because it matches food, trekking interests. Visitors often mention fort, trek, cave. Top positives: beautiful, awesome."
Satara,Karad Hills,4.333333333333333,3,located satara karad quite touristic visits views nice visited karad hills work parts hill easily accessible unless suv views stunning particularly monsoons recommended nature lovers karad wish list traveler medical,food,"['food', 'hill', 'trekking']","['views', 'traveler', 'attend', 'monsoons', 'krishna']",['stunning'],[],"Recommended because it matches food, hill interests. Visitors often mention views, traveler, attend. Top positives: stunning."
Satara,Koyananagar Dam,4.0,12,best hydropower genaretion project massive dam koyana river consructed sixties power genrated foot hils phfali tail water used ar kilkewadi koyana site place india lake good place chill expecting star,lake,"['lake', 'palace', 'gurdwara']","['dam', 'place', 'backwaters', 'project', 'maharashtra']","['great', 'beautiful', 'scenic', 'grand', 'lovely']",['crowded'],"Recommended because it matches lake, palace interests. Visitors often mention dam, place, backwaters. Top positives: great, beautiful, scenic. Possible issues: crowded."
Satara,Koyna Dam,4.288461538461538,52,dam helped making maharashtra sujalam sufalam place india generates electricity stage stage ii stage iii stage iv stage v oppertuinity visit stageds th earlier visit koyna dam drive chiplun city,palace,"['palace', 'waterfall', 'resort']","['dam', 'maharashtra', 'lake', 'nehru', 'view']","['fun', 'pleasant', 'great', 'mesmerizing', 'calm']","['traffic', 'rainy', 'dirty']","Recommended because it matches palace, waterfall interests. Visitors often mention dam, maharashtra, lake. Top positives: fun, pleasant, great. Possible issues: traffic, rainy."
Satara,Lingamala Falls,4.217391304347826,23,beautiful place waterfalls bigger metres view water falling flowing valley breathtaking smaller metres starting point peak monsoons fall situated near mahabaleshwar glory peak monsoon went fall end june monsoon started,waterfall,"['waterfall', 'gurdwara', 'palace']","['mahabaleshwar', 'waterfall', 'waterfalls', 'fall', 'falls']","['maintained', 'great', 'beautiful', 'amazing', 'awesome']","['rainy', 'tiring', 'parking', 'dirty']","Recommended because it matches waterfall, gurdwara interests. Visitors often mention mahabaleshwar, waterfall, waterfalls. Top positives: maintained, great, beautiful. Possible issues: rainy, tiring."
Satara,Lodwick Point,4.171428571428572,35,visited place month october parking place distance spot km forest sahyadree ranges cool climate day time temp degrees sahyadree mountain greenery wear sports shoe flat shoe visiting point driver drop,forest,"['forest', 'food', 'trekking']","['point', 'mahabaleshwar', 'view', 'walk', 'elephant']","['maintained', 'great', 'beautiful', 'amazing', 'spectacular']","['congested', 'difficult', 'avoid', 'hot', 'parking']","Recommended because it matches forest, food interests. Visitors often mention point, mahabaleshwar, view. Top positives: maintained, great, beautiful. Possible issues: congested, difficult."
Satara,Lord Karthikeya Temple,5.0,1,located inside rajpuri caves lord karthikeya temple devoted lord karthikeya son lord shiva thaipooyam festival main attraction temple celebrated months january february attracts large number tourists,gurdwara,"['gurdwara', 'temple', 'palace']","['lord', 'caves', 'devoted', 'february', 'temple']",[],[],"Recommended because it matches gurdwara, temple interests. Visitors often mention lord, caves, devoted."
Satara,Mayani Bird Sanctuary,3.0,4,frequented migratory birds think right time mid spring mid monsoon spot species lot birds singing amazing place lap nature greenery relaxing place mayani bird sanctuary jan place totally neglected upkeep,wildlife,"['wildlife', 'forest', 'mosque']","['birds', 'neglected', 'place', 'mid', 'migratory']","['amazing', 'relaxing', 'greenery']","['neglected', 'disappointing']","Recommended because it matches wildlife, forest interests. Visitors often mention birds, neglected, place. Top positives: amazing, relaxing, greenery. Possible issues: neglected, disappointing."
Satara,Meruling Temple,3.4,5,mountain temple located scenic spot considered oldest temples maharashtra beautiful temple heart sahyadiri hills drive spectacular views lakes sprawling hills roads surprisingly good state pollution free untouched development view temple,temple,"['temple', 'spiritual', 'palace']","['spectacular', 'temple', 'properly', 'hills', 'road']","['beautiful', 'spectacular', 'maintained', 'scenic']",[],"Recommended because it matches temple, spiritual interests. Visitors often mention spectacular, temple, properly. Top positives: beautiful, spectacular, maintained."
Satara,Natraj Mandir,4.5,20,mandir near house satara kms good place worship ages near town travellers situated highway visit place satara city try reach pm aarti beautiful idols ganesh navagraha radha krishna nataraj aarti,temple,"['temple', 'spiritual', 'palace']","['temple', 'replica', 'nadu', 'tamil', 'mandir']","['maintained', 'holy', 'majestic', 'wonderful', 'great']",[],"Recommended because it matches temple, spiritual interests. Visitors often mention temple, replica, nadu. Top positives: maintained, holy, majestic."
Satara,Natskies Observatory,4.333333333333333,6,witnessed meteor shower event th th dec best outings saw shooting stars various objects telescope interacted friendly staff answer possible question hey vinay thank review observatory thrilled enjoyed meteor shower,photography,"['photography', 'camping', 'festival']","['observatory', 'hey', 'shower', 'event', 'booking']","['family', 'best', 'heaven', 'friendly']",[],"Recommended because it matches photography, camping interests. Visitors often mention observatory, hey, shower. Top positives: family, best, heaven."
Satara,Pandavgad Fort,5.0,1,known fort comes mapro company plan trek try group friends fort availability restaurants stay kind food,food,"['food', 'fine_dining', 'trekking']","['fort', 'company', 'restaurants', 'trek', 'comes']",[],[],"Recommended because it matches food, fine_dining interests. Visitors often mention fort, company, restaurants."
Satara,Pratapgad Fort,4.2,115,mighty fort mighty emperor chartapathi shivaji great looking historical monument located borders different districts extreme end fort executions carried marks beginning adjacent district fort half hour away mahabaleshwar visit place,gurdwara,"['gurdwara', 'food', 'palace']","['fort', 'mahabaleshwar', 'shivaji', 'maharaj', 'history']","['pleasant', 'great', 'amazing', 'delicious', 'excellent']","['ruined', 'problem', 'slow', 'crowded', 'poor']","Recommended because it matches gurdwara, food interests. Visitors often mention fort, mahabaleshwar, shivaji. Top positives: pleasant, great, amazing. Possible issues: ruined, problem."
Satara,Rajpuri Caves,3.6666666666666665,9,rajpuri caves old caves small caves shivling ganeshji idol caves woman allowed cave special thing water small ponds steps kartikeya god ladies allowed small deep strip roads houses small cave,gurdwara,"['gurdwara', 'temple', 'spiritual']","['caves', 'cave', 'allowed', 'nandi', 'believed']","['great', 'holy', 'sacred']",[],"Recommended because it matches gurdwara, temple interests. Visitors often mention caves, cave, allowed. Top positives: great, holy, sacred."
Satara,Sajjangad,4.183908045977011,87,history shivaji maharaj teacher sri swami samarth stayed place age old things used mahaprasad daily routine spent evening night sajjangad proceeding vasota fort trek stayed ramdas swami sansthan bhaktnivas simple,gurdwara,"['gurdwara', 'temple', 'wellness']","['fort', 'swami', 'shivaji', 'samadhi', 'place']","['great', 'cultural', 'amazing', 'peace', 'mesmerizing']","['crowded', 'heat', 'dirty', 'traffic', 'bad']","Recommended because it matches gurdwara, temple interests. Visitors often mention fort, swami, shivaji. Top positives: great, cultural, amazing. Possible issues: crowded, heat."
Satara,Sajjangarh Fort,4.361702127659575,47,maratha king shivaji fort unfortunately history seen temple school view good visited sajjangad visit kaas platue sajjan gad offers gr view peaceful clean neat spend satara good place steps fort,gurdwara,"['gurdwara', 'palace', 'temple']","['fort', 'udaipur', 'view', 'swami', 'samadhi']","['pleasant', 'great', 'amazing', 'peace', 'stunning']","['rainy', 'problem', 'parking']","Recommended because it matches gurdwara, palace interests. Visitors often mention fort, udaipur, view. Top positives: pleasant, great, amazing. Possible issues: rainy, problem."
Satara,Sangam Mauli Temple,4.5,2,finest examples hindu architecture bygone era living evidence wise ancestors building temples religious places ancient shiva temple krishna river sangam confluence venna river kilometres satara sh nh confluence rivers creates,heritage,"['heritage', 'spiritual', 'temple']","['confluence', 'sangam', 'river', 'rivers', 'nh']",['perfect'],[],"Recommended because it matches heritage, spiritual interests. Visitors often mention confluence, sangam, river. Top positives: perfect."
Satara,Savitri Point,4.25,12,used number point mahabaleshwar commercialised place walk ways barriers great point spend good hour time mahabaleshwar point arthur trail points savithri point small walking trail view savitri river river expected,hill,"['hill', 'road_trip', 'trekking']","['point', 'mahabaleshwar', 'view', 'seat', 'valley']","['majestic', 'great', 'beautiful', 'amazing', 'awesome']","['traffic', 'bad', 'avoid', 'hot', 'parking']","Recommended because it matches hill, road_trip interests. Visitors often mention point, mahabaleshwar, view. Top positives: majestic, great, beautiful. Possible issues: traffic, bad."
Satara,Shikhar Shingnapur,3.8,5,maintained temple lord shiva think years old maintenance kept good condition motorable road right mountain long winding nice place temple dedicated lord shiva located hill shikhar means hill nice architecture,temple,"['temple', 'gurdwara', 'spiritual']","['temple', 'shiva', 'hill', 'years', 'old']","['maintained', 'holy']",[],"Recommended because it matches temple, gurdwara interests. Visitors often mention temple, shiva, hill. Top positives: maintained, holy."
Satara,Shivaji Cricket Stadium,4.333333333333333,3,stadium built karad smll town vision late mayor p patil saheb used morning evening people karad jogging enjoying fresh air stadium located city centre good jogging early morning time proper,mosque,"['mosque', 'palace', 'temple']","['stadium', 'jogging', 'matches', 'cricket', 'morning']",['fresh'],[],"Recommended because it matches mosque, palace interests. Visitors often mention stadium, jogging, matches. Top positives: fresh."
Satara,Shri Bhavani Museum,4.0,2,antique collections bygone era seen informative expansive visited museum returning pune mahabaleshwar bit detour totally worth discovered hidden gem museum extremely maintained neat little garden garden play area,museum,"['museum', 'palace', 'local_experience']","['museum', 'mahabaleshwar', 'garden', 'antique', 'collections']",['maintained'],[],"Recommended because it matches museum, palace interests. Visitors often mention museum, mahabaleshwar, garden. Top positives: maintained."
Satara,Shri Brahma Chaitanya Gondavalekar Maharaj,5.0,1,temple premises clean peaceful nice darshan rush good peace mind accomodation facilities available near temple,spiritual,"['spiritual', 'gurdwara', 'temple']","['temple', 'darshan', 'rush', 'premises', 'facilities']","['clean', 'peaceful', 'peace']",['rush'],"Recommended because it matches spiritual, gurdwara interests. Visitors often mention temple, darshan, rush. Top positives: clean, peaceful, peace. Possible issues: rush."
Satara,Shri Chhatrapati Shivaji Museum,3.75,4,huge castle shaped white building situated satara bus stand gone satara night marathon nd june quite disappointed place locked like moved shri chhatrapati shivaji museum located center satara close bus,palace,"['palace', 'temple', 'museum']","['museum', 'shivaji', 'shri', 'dresses', 'stand']",[],['rush'],"Recommended because it matches palace, temple interests. Visitors often mention museum, shivaji, shri. Possible issues: rush."
Satara,Shri Uttar Chidambaram Nataraja Mandir,4.5,6,temple dedicated lord nataraja located sahara district maharashtra kms pune informed sri chandrasekarendra saraswathi swamiji visited satara desired temple lord nataraja model chidambaram natarajar south temple nice temple dedicated lord,temple,"['temple', 'spiritual', 'gurdwara']","['temple', 'lord', 'dancing', 'dedicated', 'place']","['beautiful', 'best', 'maintained']",[],"Recommended because it matches temple, spiritual interests. Visitors often mention temple, lord, dancing. Top positives: beautiful, best, maintained."
Satara,"Solashi Shani Temple, Satara, Maharashtra",4.25,4,temple dedicated lord shani located village solshi satara district devotees comes pay worship shani especially saturday famous shani temple satara area located village called solshi expect crowded saturdays devotional trip,temple,"['temple', 'spiritual', 'gurdwara']","['temple', 'devotional', 'village', 'mirror', 'peacefull']","['beautiful', 'best', 'fun', 'green']",['crowded'],"Recommended because it matches temple, spiritual interests. Visitors often mention temple, devotional, village. Top positives: beautiful, best, fun. Possible issues: crowded."
Satara,Thoseghar Waterfall,4.232323232323233,198,waterfalls small big wattlerfall waterfalls beautiful visit visited place kms satara kms sajjangadh half oct attempt sunday place quite crowded raining heavily abandon attempt day loved view waterfall walkway waterfall,waterfall,"['waterfall', 'food', 'hill']","['waterfall', 'waterfalls', 'falls', 'view', 'place']","['fun', 'safe', 'pleasant', 'great', 'amazing']","['overhyped', 'risky', 'ruined', 'waste', 'crowded']","Recommended because it matches waterfall, food interests. Visitors often mention waterfall, waterfalls, falls. Top positives: fun, safe, pleasant. Possible issues: overhyped, risky."
